date,store_nbr,transactions,id,family,sales
2015-08-28,21,1103,1723639,HOME AND KITCHEN II,24.0
2015-08-29,21,1585,1725421,HOME AND KITCHEN II,42.0
2015-08-30,21,1863,1727203,HOME AND KITCHEN II,55.0
2015-08-31,21,1294,1728985,HOME AND KITCHEN II,32.0
2015-09-01,21,1367,1730767,HOME AND KITCHEN II,30.0
2015-09-02,21,1326,1732549,HOME AND KITCHEN II,43.0
2015-09-03,21,1228,1734331,HOME AND KITCHEN II,21.0
2015-09-04,21,1262,1736113,HOME AND KITCHEN II,29.0
2015-09-05,21,1728,1737895,HOME AND KITCHEN II,75.0
2015-09-06,21,1840,1739677,HOME AND KITCHEN II,60.0
2015-09-07,21,1225,1741459,HOME AND KITCHEN II,32.0
2015-09-08,21,1203,1743241,HOME AND KITCHEN II,34.0
2015-09-09,21,1089,1745023,HOME AND KITCHEN II,21.0
2015-09-10,21,1004,1746805,HOME AND KITCHEN II,28.0
2015-09-11,21,1051,1748587,HOME AND KITCHEN II,17.0
2015-09-12,21,1450,1750369,HOME AND KITCHEN II,43.0
2015-09-13,21,1765,1752151,HOME AND KITCHEN II,63.0
2015-09-14,21,1154,1753933,HOME AND KITCHEN II,23.0
2015-09-15,21,1145,1755715,HOME AND KITCHEN II,37.0
2015-09-16,21,1058,1757497,HOME AND KITCHEN II,26.0
2015-09-17,21,995,1759279,HOME AND KITCHEN II,16.0
2015-09-18,21,1100,1761061,HOME AND KITCHEN II,22.0
2015-09-19,21,1400,1762843,HOME AND KITCHEN II,32.0
2015-09-20,21,1617,1764625,HOME AND KITCHEN II,49.0
2015-09-21,21,1129,1766407,HOME AND KITCHEN II,47.0
2015-09-22,21,1010,1768189,HOME AND KITCHEN II,30.0
2015-09-23,21,937,1769971,HOME AND KITCHEN II,22.0
2015-09-24,21,962,1771753,HOME AND KITCHEN II,20.0
2015-09-25,21,1005,1773535,HOME AND KITCHEN II,24.0
2015-09-26,21,1395,1775317,HOME AND KITCHEN II,44.0
2015-09-27,21,1759,1777099,HOME AND KITCHEN II,48.0
2015-09-28,21,1014,1778881,HOME AND KITCHEN II,30.0
2015-09-29,21,1038,1780663,HOME AND KITCHEN II,39.0
2015-09-30,21,1006,1782445,HOME AND KITCHEN II,28.0
2015-10-01,21,1123,1784227,HOME AND KITCHEN II,39.0
2015-10-02,21,1217,1786009,HOME AND KITCHEN II,39.0
2015-10-03,21,1589,1787791,HOME AND KITCHEN II,62.0
2015-10-04,21,1745,1789573,HOME AND KITCHEN II,53.0
2015-10-05,21,1118,1791355,HOME AND KITCHEN II,34.0
2015-10-06,21,1104,1793137,HOME AND KITCHEN II,30.0
2015-10-07,21,1062,1794919,HOME AND KITCHEN II,18.0
2015-10-08,21,994,1796701,HOME AND KITCHEN II,48.0
2015-10-09,21,1172,1798483,HOME AND KITCHEN II,59.0
2015-10-10,21,1207,1800265,HOME AND KITCHEN II,26.0
2015-10-11,21,1487,1802047,HOME AND KITCHEN II,57.0
2015-10-12,21,1061,1803829,HOME AND KITCHEN II,37.0
2015-10-13,21,942,1805611,HOME AND KITCHEN II,30.0
2015-10-14,21,944,1807393,HOME AND KITCHEN II,26.0
2015-10-15,21,945,1809175,HOME AND KITCHEN II,25.0
2015-10-16,21,926,1810957,HOME AND KITCHEN II,17.0
2015-10-17,21,1390,1812739,HOME AND KITCHEN II,21.0
2015-10-18,21,1531,1814521,HOME AND KITCHEN II,53.0
2015-10-19,21,1059,1816303,HOME AND KITCHEN II,29.0
2015-10-20,21,959,1818085,HOME AND KITCHEN II,19.0
2015-10-21,21,891,1819867,HOME AND KITCHEN II,15.0
2015-10-22,21,832,1821649,HOME AND KITCHEN II,18.0
2015-10-23,21,961,1823431,HOME AND KITCHEN II,21.0
2015-10-24,21,1118,1825213,HOME AND KITCHEN II,35.0
2015-10-25,21,1574,1826995,HOME AND KITCHEN II,74.0
2015-10-26,21,937,1828777,HOME AND KITCHEN II,29.0
2015-10-27,21,869,1830559,HOME AND KITCHEN II,24.0
2015-10-28,21,823,1832341,HOME AND KITCHEN II,26.0
2015-10-29,21,833,1834123,HOME AND KITCHEN II,27.0
2015-10-30,21,890,1835905,HOME AND KITCHEN II,21.0
2015-10-31,21,1354,1837687,HOME AND KITCHEN II,40.0
2015-11-01,21,1496,1839469,HOME AND KITCHEN II,53.0
2015-11-02,21,1301,1841251,HOME AND KITCHEN II,45.0
2015-11-03,21,1409,1843033,HOME AND KITCHEN II,49.0
2015-11-04,21,1043,1844815,HOME AND KITCHEN II,32.0
2015-11-05,21,951,1846597,HOME AND KITCHEN II,18.0
2015-11-06,21,964,1848379,HOME AND KITCHEN II,35.0
2015-11-07,21,1223,1850161,HOME AND KITCHEN II,29.0
2015-11-08,21,1573,1851943,HOME AND KITCHEN II,52.0
2015-11-09,21,1044,1853725,HOME AND KITCHEN II,28.0
2015-11-10,21,1002,1855507,HOME AND KITCHEN II,22.0
2015-11-11,21,977,1857289,HOME AND KITCHEN II,26.0
2015-11-12,21,924,1859071,HOME AND KITCHEN II,16.0
2015-11-13,21,940,1860853,HOME AND KITCHEN II,30.0
2015-11-14,21,1341,1862635,HOME AND KITCHEN II,28.0
2015-11-15,21,1849,1864417,HOME AND KITCHEN II,48.0
2015-11-16,21,1073,1866199,HOME AND KITCHEN II,17.0
2015-11-17,21,975,1867981,HOME AND KITCHEN II,22.0
2015-11-18,21,993,1869763,HOME AND KITCHEN II,25.0
2015-11-19,21,970,1871545,HOME AND KITCHEN II,29.0
2015-11-20,21,957,1873327,HOME AND KITCHEN II,22.0
2015-11-21,21,1308,1875109,HOME AND KITCHEN II,23.0
2015-11-22,21,1725,1876891,HOME AND KITCHEN II,37.0
2015-11-23,21,893,1878673,HOME AND KITCHEN II,19.0
2015-11-24,21,924,1880455,HOME AND KITCHEN II,25.0
2015-11-25,21,947,1882237,HOME AND KITCHEN II,25.0
2015-11-26,21,895,1884019,HOME AND KITCHEN II,19.0
2015-11-27,21,1004,1885801,HOME AND KITCHEN II,18.0
2015-11-28,21,1305,1887583,HOME AND KITCHEN II,16.0
2015-11-29,21,1744,1889365,HOME AND KITCHEN II,36.0
2015-11-30,21,1061,1891147,HOME AND KITCHEN II,32.0
2015-12-01,21,1051,1892929,HOME AND KITCHEN II,19.0
2015-12-02,21,998,1894711,HOME AND KITCHEN II,20.0
2015-12-03,21,1014,1896493,HOME AND KITCHEN II,18.0
2015-12-04,21,1065,1898275,HOME AND KITCHEN II,42.0
2015-12-05,21,1470,1900057,HOME AND KITCHEN II,54.0
2015-12-06,21,1847,1901839,HOME AND KITCHEN II,62.0
2015-12-07,21,1040,1903621,HOME AND KITCHEN II,21.0
2015-12-08,21,1044,1905403,HOME AND KITCHEN II,27.0
2015-12-09,21,952,1907185,HOME AND KITCHEN II,41.0
2015-12-10,21,916,1908967,HOME AND KITCHEN II,15.0
2015-12-11,21,1035,1910749,HOME AND KITCHEN II,22.0
2015-12-12,21,1332,1912531,HOME AND KITCHEN II,30.0
2015-12-13,21,1805,1914313,HOME AND KITCHEN II,42.0
2015-12-14,21,1088,1916095,HOME AND KITCHEN II,27.0
2015-12-15,21,1099,1917877,HOME AND KITCHEN II,22.0
2015-12-16,21,1040,1919659,HOME AND KITCHEN II,20.0
2015-12-17,21,1134,1921441,HOME AND KITCHEN II,13.0
2015-12-18,21,1146,1923223,HOME AND KITCHEN II,36.0
2015-12-19,21,1753,1925005,HOME AND KITCHEN II,34.0
2015-12-20,21,1918,1926787,HOME AND KITCHEN II,57.0
2015-12-21,21,1508,1928569,HOME AND KITCHEN II,27.0
2015-12-22,21,1743,1930351,HOME AND KITCHEN II,46.0
2015-12-23,21,2082,1932133,HOME AND KITCHEN II,28.0
2015-12-24,21,2482,1933915,HOME AND KITCHEN II,26.0
2015-12-26,21,1670,1935697,HOME AND KITCHEN II,47.0
2015-12-27,21,1566,1937479,HOME AND KITCHEN II,49.0
2015-12-28,21,1351,1939261,HOME AND KITCHEN II,29.0
2015-12-29,21,1296,1941043,HOME AND KITCHEN II,25.0
2015-12-30,21,1472,1942825,HOME AND KITCHEN II,19.0
2015-12-31,21,1971,1944607,HOME AND KITCHEN II,24.0
2016-01-02,21,1388,1948171,HOME AND KITCHEN II,58.0
2016-01-05,21,1146,1953517,HOME AND KITCHEN II,49.0
2016-01-06,21,1018,1955299,HOME AND KITCHEN II,35.0
2016-01-07,21,916,1957081,HOME AND KITCHEN II,31.0
2016-01-08,21,882,1958863,HOME AND KITCHEN II,28.0
2016-01-09,21,1244,1960645,HOME AND KITCHEN II,42.0
2016-01-10,21,1513,1962427,HOME AND KITCHEN II,67.0
2016-01-11,21,961,1964209,HOME AND KITCHEN II,22.0
2016-01-12,21,916,1965991,HOME AND KITCHEN II,24.0
2016-01-13,21,757,1967773,HOME AND KITCHEN II,14.0
2016-01-14,21,797,1969555,HOME AND KITCHEN II,23.0
2016-01-15,21,906,1971337,HOME AND KITCHEN II,29.0
2016-01-16,21,1164,1973119,HOME AND KITCHEN II,29.0
2016-01-17,21,1440,1974901,HOME AND KITCHEN II,64.0
2016-01-18,21,938,1976683,HOME AND KITCHEN II,37.0
2016-01-19,21,843,1978465,HOME AND KITCHEN II,21.0
2016-01-20,21,836,1980247,HOME AND KITCHEN II,24.0
2016-01-21,21,805,1982029,HOME AND KITCHEN II,23.0
2016-01-22,21,822,1983811,HOME AND KITCHEN II,24.0
2016-01-23,21,1073,1985593,HOME AND KITCHEN II,29.0
2016-01-24,21,1388,1987375,HOME AND KITCHEN II,68.0
2016-01-25,21,832,1989157,HOME AND KITCHEN II,14.0
2016-01-26,21,884,1990939,HOME AND KITCHEN II,25.0
2016-01-27,21,804,1992721,HOME AND KITCHEN II,20.0
2016-01-28,21,850,1994503,HOME AND KITCHEN II,15.0
2016-01-29,21,843,1996285,HOME AND KITCHEN II,17.0
2016-01-30,21,1163,1998067,HOME AND KITCHEN II,40.0
2016-01-31,21,1423,1999849,HOME AND KITCHEN II,44.0
2016-02-01,21,1022,2001631,HOME AND KITCHEN II,26.0
2016-02-02,21,1031,2003413,HOME AND KITCHEN II,20.0
2016-02-03,21,817,2005195,HOME AND KITCHEN II,18.0
2016-02-04,21,866,2006977,HOME AND KITCHEN II,31.0
2016-02-05,21,898,2008759,HOME AND KITCHEN II,29.0
2016-02-06,21,1284,2010541,HOME AND KITCHEN II,39.0
2016-02-07,21,1188,2012323,HOME AND KITCHEN II,32.0
2016-02-08,21,1009,2014105,HOME AND KITCHEN II,30.0
2016-02-09,21,921,2015887,HOME AND KITCHEN II,26.0
2016-02-10,21,896,2017669,HOME AND KITCHEN II,21.0
2016-02-11,21,928,2019451,HOME AND KITCHEN II,44.0
2016-02-12,21,869,2021233,HOME AND KITCHEN II,20.0
2016-02-13,21,1177,2023015,HOME AND KITCHEN II,46.0
2016-02-14,21,1436,2024797,HOME AND KITCHEN II,42.0
2016-02-15,21,939,2026579,HOME AND KITCHEN II,39.0
2016-02-16,21,903,2028361,HOME AND KITCHEN II,27.0
2016-02-17,21,878,2030143,HOME AND KITCHEN II,29.0
2016-02-18,21,785,2031925,HOME AND KITCHEN II,18.0
2016-02-19,21,775,2033707,HOME AND KITCHEN II,14.0
2016-02-20,21,1019,2035489,HOME AND KITCHEN II,29.0
2016-02-21,21,1202,2037271,HOME AND KITCHEN II,35.0
2016-02-22,21,865,2039053,HOME AND KITCHEN II,33.0
2016-02-23,21,808,2040835,HOME AND KITCHEN II,28.0
2016-02-24,21,775,2042617,HOME AND KITCHEN II,10.0
2016-02-25,21,772,2044399,HOME AND KITCHEN II,18.0
2016-02-26,21,821,2046181,HOME AND KITCHEN II,13.0
2016-02-27,21,1122,2047963,HOME AND KITCHEN II,42.0
2016-02-28,21,1228,2049745,HOME AND KITCHEN II,48.0
2016-02-29,21,932,2051527,HOME AND KITCHEN II,31.0
2016-03-01,21,915,2053309,HOME AND KITCHEN II,29.0
2016-03-02,21,747,2055091,HOME AND KITCHEN II,21.0
2016-03-03,21,812,2056873,HOME AND KITCHEN II,18.0
2016-03-04,21,779,2058655,HOME AND KITCHEN II,20.0
2016-03-05,21,1034,2060437,HOME AND KITCHEN II,32.0
2016-03-06,21,1243,2062219,HOME AND KITCHEN II,39.0
2016-03-07,21,947,2064001,HOME AND KITCHEN II,20.0
2016-03-08,21,838,2065783,HOME AND KITCHEN II,14.0
2016-03-09,21,699,2067565,HOME AND KITCHEN II,20.0
2016-03-10,21,721,2069347,HOME AND KITCHEN II,13.0
2016-03-11,21,806,2071129,HOME AND KITCHEN II,23.0
2016-03-12,21,1068,2072911,HOME AND KITCHEN II,30.0
2016-03-13,21,1193,2074693,HOME AND KITCHEN II,29.0
2016-03-14,21,802,2076475,HOME AND KITCHEN II,15.0
2016-03-15,21,784,2078257,HOME AND KITCHEN II,20.0
2016-03-16,21,739,2080039,HOME AND KITCHEN II,11.0
2016-03-17,21,678,2081821,HOME AND KITCHEN II,20.0
2016-03-18,21,712,2083603,HOME AND KITCHEN II,8.0
2016-03-19,21,965,2085385,HOME AND KITCHEN II,20.0
2016-03-20,21,1180,2087167,HOME AND KITCHEN II,34.0
2016-03-21,21,716,2088949,HOME AND KITCHEN II,18.0
2016-03-22,21,880,2090731,HOME AND KITCHEN II,21.0
2016-03-23,21,713,2092513,HOME AND KITCHEN II,21.0
2016-03-24,21,843,2094295,HOME AND KITCHEN II,7.0
2016-03-25,21,951,2096077,HOME AND KITCHEN II,23.0
2016-03-26,21,1018,2097859,HOME AND KITCHEN II,22.0
2016-03-27,21,1068,2099641,HOME AND KITCHEN II,28.0
2016-03-28,21,752,2101423,HOME AND KITCHEN II,16.0
2016-03-29,21,780,2103205,HOME AND KITCHEN II,11.0
2016-03-30,21,732,2104987,HOME AND KITCHEN II,18.0
2016-03-31,21,776,2106769,HOME AND KITCHEN II,6.0
2016-04-01,21,874,2108551,HOME AND KITCHEN II,16.0
2016-04-02,21,1104,2110333,HOME AND KITCHEN II,25.0
2016-04-03,21,1385,2112115,HOME AND KITCHEN II,38.0
2016-04-04,21,856,2113897,HOME AND KITCHEN II,22.0
2016-04-05,21,912,2115679,HOME AND KITCHEN II,34.0
2016-04-06,21,792,2117461,HOME AND KITCHEN II,11.0
2016-04-07,21,708,2119243,HOME AND KITCHEN II,6.0
2016-04-08,21,813,2121025,HOME AND KITCHEN II,33.0
2016-04-09,21,1163,2122807,HOME AND KITCHEN II,13.0
2016-04-10,21,1196,2124589,HOME AND KITCHEN II,28.0
2016-04-11,21,807,2126371,HOME AND KITCHEN II,12.0
2016-04-12,21,734,2128153,HOME AND KITCHEN II,6.0
2016-04-13,21,773,2129935,HOME AND KITCHEN II,6.0
2016-04-14,21,757,2131717,HOME AND KITCHEN II,16.0
2016-04-15,21,853,2133499,HOME AND KITCHEN II,19.0
2016-04-16,21,906,2135281,HOME AND KITCHEN II,16.0
2016-04-17,21,1155,2137063,HOME AND KITCHEN II,28.0
2016-04-18,21,1246,2138845,HOME AND KITCHEN II,9.0
2016-04-19,21,1310,2140627,HOME AND KITCHEN II,25.0
2016-04-20,21,1083,2142409,HOME AND KITCHEN II,19.0
2016-04-21,21,924,2144191,HOME AND KITCHEN II,12.0
2016-04-22,21,870,2145973,HOME AND KITCHEN II,5.0
2016-04-23,21,1175,2147755,HOME AND KITCHEN II,25.0
2016-04-24,21,1377,2149537,HOME AND KITCHEN II,25.0
2016-04-25,21,845,2151319,HOME AND KITCHEN II,20.0
2016-04-26,21,835,2153101,HOME AND KITCHEN II,21.0
2016-04-27,21,768,2154883,HOME AND KITCHEN II,11.0
2016-04-28,21,720,2156665,HOME AND KITCHEN II,12.0
2016-04-29,21,783,2158447,HOME AND KITCHEN II,8.0
2016-04-30,21,1209,2160229,HOME AND KITCHEN II,31.0
2016-05-01,21,1537,2162011,HOME AND KITCHEN II,58.0
2016-05-02,21,942,2163793,HOME AND KITCHEN II,7.0
2016-05-03,21,996,2165575,HOME AND KITCHEN II,15.0
2016-05-04,21,885,2167357,HOME AND KITCHEN II,10.0
2016-05-05,21,798,2169139,HOME AND KITCHEN II,10.0
2016-05-06,21,918,2170921,HOME AND KITCHEN II,10.0
2016-05-07,21,1350,2172703,HOME AND KITCHEN II,39.0
2016-05-08,21,1385,2174485,HOME AND KITCHEN II,28.0
2016-05-09,21,993,2176267,HOME AND KITCHEN II,16.0
2016-05-10,21,881,2178049,HOME AND KITCHEN II,15.0
2016-05-11,21,917,2179831,HOME AND KITCHEN II,19.0
2016-05-12,21,789,2181613,HOME AND KITCHEN II,18.0
2016-05-13,21,829,2183395,HOME AND KITCHEN II,6.0
2016-05-14,21,1125,2185177,HOME AND KITCHEN II,27.0
2016-05-15,21,1414,2186959,HOME AND KITCHEN II,39.0
2016-05-16,21,891,2188741,HOME AND KITCHEN II,13.0
2016-05-17,21,905,2190523,HOME AND KITCHEN II,32.0
2016-05-18,21,612,2192305,HOME AND KITCHEN II,11.0
2016-05-19,21,858,2194087,HOME AND KITCHEN II,16.0
2016-05-20,21,815,2195869,HOME AND KITCHEN II,20.0
2016-05-21,21,1089,2197651,HOME AND KITCHEN II,24.0
2016-05-22,21,1411,2199433,HOME AND KITCHEN II,31.0
2016-05-23,21,880,2201215,HOME AND KITCHEN II,17.0
2016-05-24,21,891,2202997,HOME AND KITCHEN II,9.0
2016-05-25,21,765,2204779,HOME AND KITCHEN II,14.0
2016-05-26,21,671,2206561,HOME AND KITCHEN II,11.0
2016-05-27,21,895,2208343,HOME AND KITCHEN II,19.0
2016-05-28,21,1010,2210125,HOME AND KITCHEN II,18.0
2016-05-29,21,1305,2211907,HOME AND KITCHEN II,31.0
2016-05-30,21,925,2213689,HOME AND KITCHEN II,11.0
2016-05-31,21,1200,2215471,HOME AND KITCHEN II,23.0
2016-06-01,21,1014,2217253,HOME AND KITCHEN II,20.0
2016-06-02,21,796,2219035,HOME AND KITCHEN II,15.0
2016-06-03,21,831,2220817,HOME AND KITCHEN II,20.0
2016-06-04,21,1235,2222599,HOME AND KITCHEN II,38.0
2016-06-05,21,1521,2224381,HOME AND KITCHEN II,43.0
2016-06-06,21,815,2226163,HOME AND KITCHEN II,29.0
2016-06-07,21,817,2227945,HOME AND KITCHEN II,29.0
2016-06-08,21,771,2229727,HOME AND KITCHEN II,16.0
2016-06-09,21,726,2231509,HOME AND KITCHEN II,17.0
2016-06-10,21,764,2233291,HOME AND KITCHEN II,15.0
2016-06-11,21,1081,2235073,HOME AND KITCHEN II,38.0
2016-06-12,21,1367,2236855,HOME AND KITCHEN II,38.0
2016-06-13,21,811,2238637,HOME AND KITCHEN II,24.0
2016-06-14,21,842,2240419,HOME AND KITCHEN II,27.0
2016-06-15,21,787,2242201,HOME AND KITCHEN II,23.0
2016-06-16,21,773,2243983,HOME AND KITCHEN II,19.0
2016-06-17,21,801,2245765,HOME AND KITCHEN II,11.0
2016-06-18,21,1170,2247547,HOME AND KITCHEN II,26.0
2016-06-19,21,1330,2249329,HOME AND KITCHEN II,52.0
2016-06-20,21,916,2251111,HOME AND KITCHEN II,27.0
2016-06-21,21,779,2252893,HOME AND KITCHEN II,13.0
2016-06-22,21,689,2254675,HOME AND KITCHEN II,14.0
2016-06-23,21,724,2256457,HOME AND KITCHEN II,24.0
2016-06-24,21,747,2258239,HOME AND KITCHEN II,10.0
2016-06-25,21,1052,2260021,HOME AND KITCHEN II,24.0
2016-06-26,21,1279,2261803,HOME AND KITCHEN II,41.0
2016-06-27,21,781,2263585,HOME AND KITCHEN II,19.0
2016-06-28,21,755,2265367,HOME AND KITCHEN II,7.0
2016-06-29,21,719,2267149,HOME AND KITCHEN II,11.0
2016-06-30,21,757,2268931,HOME AND KITCHEN II,15.0
2016-07-01,21,856,2270713,HOME AND KITCHEN II,21.0
2016-07-02,21,1280,2272495,HOME AND KITCHEN II,37.0
2016-07-03,21,1377,2274277,HOME AND KITCHEN II,42.0
2016-07-04,21,986,2276059,HOME AND KITCHEN II,25.0
2016-07-05,21,984,2277841,HOME AND KITCHEN II,14.0
2016-07-06,21,904,2279623,HOME AND KITCHEN II,20.0
2016-07-07,21,887,2281405,HOME AND KITCHEN II,18.0
2016-07-08,21,834,2283187,HOME AND KITCHEN II,15.0
2016-07-09,21,1153,2284969,HOME AND KITCHEN II,28.0
2016-07-10,21,1456,2286751,HOME AND KITCHEN II,58.0
2016-07-11,21,886,2288533,HOME AND KITCHEN II,16.0
2016-07-12,21,874,2290315,HOME AND KITCHEN II,17.0
2016-07-13,21,819,2292097,HOME AND KITCHEN II,30.0
2016-07-14,21,734,2293879,HOME AND KITCHEN II,16.0
2016-07-15,21,806,2295661,HOME AND KITCHEN II,16.0
2016-07-16,21,1175,2297443,HOME AND KITCHEN II,28.0
2016-07-17,21,1405,2299225,HOME AND KITCHEN II,26.0
2016-07-18,21,860,2301007,HOME AND KITCHEN II,19.0
2016-07-19,21,906,2302789,HOME AND KITCHEN II,20.0
2016-07-20,21,848,2304571,HOME AND KITCHEN II,13.0
2016-07-21,21,801,2306353,HOME AND KITCHEN II,10.0
2016-07-22,21,910,2308135,HOME AND KITCHEN II,17.0
2016-07-23,21,1162,2309917,HOME AND KITCHEN II,20.0
2016-07-24,21,1459,2311699,HOME AND KITCHEN II,36.0
2016-07-25,21,942,2313481,HOME AND KITCHEN II,16.0
2016-07-26,21,893,2315263,HOME AND KITCHEN II,8.0
2016-07-27,21,794,2317045,HOME AND KITCHEN II,12.0
2016-07-28,21,738,2318827,HOME AND KITCHEN II,13.0
2016-07-29,21,819,2320609,HOME AND KITCHEN II,23.0
2016-07-30,21,1369,2322391,HOME AND KITCHEN II,43.0
2016-07-31,21,1561,2324173,HOME AND KITCHEN II,54.0
2016-08-01,21,1075,2325955,HOME AND KITCHEN II,35.0
2016-08-02,21,1011,2327737,HOME AND KITCHEN II,15.0
2016-08-03,21,930,2329519,HOME AND KITCHEN II,21.0
2016-08-04,21,906,2331301,HOME AND KITCHEN II,35.0
2016-08-05,21,970,2333083,HOME AND KITCHEN II,19.0
2016-08-06,21,1229,2334865,HOME AND KITCHEN II,33.0
2016-08-07,21,1437,2336647,HOME AND KITCHEN II,52.0
2016-08-08,21,963,2338429,HOME AND KITCHEN II,24.0
2016-08-09,21,909,2340211,HOME AND KITCHEN II,29.0
2016-08-10,21,825,2341993,HOME AND KITCHEN II,22.0
2016-08-11,21,884,2343775,HOME AND KITCHEN II,18.0
2016-08-12,21,1029,2345557,HOME AND KITCHEN II,19.0
2016-08-13,21,1167,2347339,HOME AND KITCHEN II,23.0
2016-08-14,21,1200,2349121,HOME AND KITCHEN II,44.0
2016-08-15,21,917,2350903,HOME AND KITCHEN II,25.0
2016-08-16,21,1025,2352685,HOME AND KITCHEN II,18.0
2016-08-17,21,915,2354467,HOME AND KITCHEN II,25.0
2016-08-18,21,843,2356249,HOME AND KITCHEN II,9.0
2016-08-19,21,883,2358031,HOME AND KITCHEN II,17.0
2016-08-20,21,1174,2359813,HOME AND KITCHEN II,38.0
2016-08-21,21,1413,2361595,HOME AND KITCHEN II,38.0
2016-08-22,21,936,2363377,HOME AND KITCHEN II,17.0
2016-08-23,21,1008,2365159,HOME AND KITCHEN II,21.0
2016-08-24,21,769,2366941,HOME AND KITCHEN II,11.0
2016-08-25,21,826,2368723,HOME AND KITCHEN II,17.0
2016-08-26,21,841,2370505,HOME AND KITCHEN II,12.0
2016-08-27,21,1158,2372287,HOME AND KITCHEN II,24.0
2016-08-28,21,1310,2374069,HOME AND KITCHEN II,27.0
2016-08-29,21,911,2375851,HOME AND KITCHEN II,16.0
2016-08-30,21,922,2377633,HOME AND KITCHEN II,10.0
2016-08-31,21,851,2379415,HOME AND KITCHEN II,13.0
2016-09-01,21,1054,2381197,HOME AND KITCHEN II,15.0
2016-09-02,21,952,2382979,HOME AND KITCHEN II,25.0
2016-09-03,21,1378,2384761,HOME AND KITCHEN II,51.0
2016-09-04,21,1617,2386543,HOME AND KITCHEN II,59.0
2016-09-05,21,966,2388325,HOME AND KITCHEN II,28.0
2016-09-06,21,1067,2390107,HOME AND KITCHEN II,19.0
2016-09-07,21,919,2391889,HOME AND KITCHEN II,15.0
2016-09-08,21,905,2393671,HOME AND KITCHEN II,14.0
2016-09-09,21,881,2395453,HOME AND KITCHEN II,19.0
2016-09-10,21,1200,2397235,HOME AND KITCHEN II,23.0
2016-09-11,21,1324,2399017,HOME AND KITCHEN II,40.0
2016-09-12,21,922,2400799,HOME AND KITCHEN II,21.0
2016-09-13,21,946,2402581,HOME AND KITCHEN II,12.0
2016-09-14,21,855,2404363,HOME AND KITCHEN II,23.0
2016-09-15,21,802,2406145,HOME AND KITCHEN II,12.0
2016-09-16,21,899,2407927,HOME AND KITCHEN II,19.0
2016-09-17,21,1233,2409709,HOME AND KITCHEN II,33.0
2016-09-18,21,1436,2411491,HOME AND KITCHEN II,32.0
2016-09-19,21,900,2413273,HOME AND KITCHEN II,21.0
2016-09-20,21,903,2415055,HOME AND KITCHEN II,19.0
2016-09-21,21,790,2416837,HOME AND KITCHEN II,14.0
2016-09-22,21,841,2418619,HOME AND KITCHEN II,19.0
2016-09-23,21,916,2420401,HOME AND KITCHEN II,19.0
2016-09-24,21,1238,2422183,HOME AND KITCHEN II,25.0
2016-09-25,21,1390,2423965,HOME AND KITCHEN II,41.0
2016-09-26,21,927,2425747,HOME AND KITCHEN II,26.0
2016-09-27,21,841,2427529,HOME AND KITCHEN II,11.0
2016-09-28,21,834,2429311,HOME AND KITCHEN II,13.0
